[16.09.13, 07:55:20] ‎Felix hat den Betreff zu “Familie” geändert.
[13.03.18, 08:48:52] Vera: ja s blöde isch dasi niemertem sini nummere han
[13.03.18, 08:48:58] Vera: und si nimmt nöd ab
[13.03.18, 08:49:08] Vera: ich han ihre jetzt es email gschribe
[13.03.18, 08:49:14] Vera: me chani nöd mache
[13.03.18, 08:49:22] Vera: und d kanzlei het zur
[13.03.18, 08:49:24] Vera: *zur
[13.03.18, 08:49:27] Vera: *zue
‎[13.03.18, 08:57:28] Vera: ‎Bild weggelassen
[13.03.18, 09:07:00] Holzmano: Haha dwött...
[13.03.18, 09:07:23] Vera: hei mama papa gell ihr gönd am 28igste
[13.03.18, 09:07:30] Vera: in knie
[13.03.18, 09:07:39] Vera: de simon und ich gönd denn ebe au
[13.03.18, 09:24:19] Papa: Ja mir sind dänn det
Kä Probl😂
[13.03.18, 09:25:00] Felix: Waaaaaassss???! Wodau!
[13.03.18, 09:25:01] Papa: Mei dä une rächts hät öppis Indonesisches kkk
[13.03.18, 16:04:38] Mama: Mir si am 29. dert
[13.03.18, 17:54:33] Vera: ja mir au
[14.03.18, 18:11:25] Vera: bin denn de ganz samstig weg
[14.03.18, 18:13:52] Mama: Oh. Was machsch?
[14.03.18, 18:14:10] Mama: Z grossmueti chunnt
[14.03.18, 18:21:24] Vera: ahhh mann 🙈
[14.03.18, 18:21:25] Vera: schaad
[14.03.18, 18:21:36] Vera: ich weiss nonig konkret ob ich gahn
[14.03.18, 18:22:22] Vera: es isch in aarau sone ‚moral revolution‘ für jungi erwachseni ... und gaht und sexualität date und all die thematike
[15.03.18, 11:31:32] Papa: Bin heut Nami nicht erreichbar, da mein Händi umgeschaltet wird 
Ly
[15.03.18, 11:33:35] Mama: Ok
[16.03.18, 07:35:36] Mama: Es het wider tequila + mangos🍹
[16.03.18, 07:59:53] Holzmano: Whueeee
[16.03.18, 08:29:42] Felix: 😍😍😍
[16.03.18, 09:29:27] Vera: 😍😍
‎[16.03.18, 22:53:09] Papa: ‎Bild weggelassen
[16.03.18, 22:55:29] Felix: Hochsigsfoti??
[16.03.18, 22:56:45] Papa: Ja gäll ... aber da die Blond, wo sich im Jo sin Brüeder verchrallt... isch das d Zivilstandsbeamti?
[16.03.18, 23:36:00] Felix: Gell??
[16.03.18, 23:36:46] Felix: Und vorallem xeht Karin ehner us wied Spitex vom Götti als wie d Mueter vode Bruut
[17.03.18, 01:32:19] Papa: De bää
[17.03.18, 07:02:44] Holzmano: 😂😂😂😂
[17.03.18, 13:31:54] Mama: Das isch aber grad sehr bös
[17.03.18, 13:32:54] Felix: Nei meines nöd so bös - aber trotzdem mann.. me cha sich ja aumal chly is züg legge
[18.03.18, 22:19:50] Felix: Guet xii mitm Grossmueti??
[18.03.18, 22:22:03] Mama: Ja mega schön gsi. U bi euch?
[18.03.18, 22:34:23] Felix: Kuhhl!
Ja bi eus au:)
[18.03.18, 22:34:40] Felix: Mama chunnsch die wuche mal ufes Kafi verbii?
[19.03.18, 06:32:02] Mama: Ou ja gärn. Chönnt am Donnschtig od am Fritig nami. Danke!!!!! 😘
[19.03.18, 12:01:55] Felix: Fritig abde 3ne wür passe! Chunnsch?☺😘
[19.03.18, 12:02:52] Mama: Ja gärn!! Sölli öppis zum kafi bringe?
[19.03.18, 12:03:16] Felix: Kuuhl! Ou ja gern!!!
[19.03.18, 12:03:29] Mama: Ok freue mi!
[19.03.18, 12:03:39] Felix: Glichfalls😘
[20.03.18, 14:07:27] Vera: mit hôche absàtz? :)
‎[20.03.18, 14:07:42] Vera: ‎Bild weggelassen
[20.03.18, 14:08:44] Mama: "Wow sehr schön!!
[20.03.18, 14:09:03] Vera: finsch?
[20.03.18, 14:19:09] Holzmano: mega!
[20.03.18, 14:30:31] Papa: Klasse! Aber:
Ui du... chame da no schnufe?
[20.03.18, 22:03:48] Felix: Hammmmer!!!
[20.03.18, 22:05:09] Vera: nene ich giben wider zrugg
[20.03.18, 22:05:20] Vera: ich fûhl mi nôd so woohl
[20.03.18, 22:20:08] Holzmano: Neiiii!!!! De isch hammet
[21.03.18, 19:14:56] Felix: hamlet
[21.03.18, 22:40:19] Mama: Hammleni 😂
[22.03.18, 05:47:58] Felix: 😂😂😂
‎[23.03.18, 10:28:52] Felix: ‎Bild weggelassen
[23.03.18, 13:05:27] Mama: Was !!! Wie chunnt denn das?
[23.03.18, 13:07:17] Holzmano: Wer isch das?!
[23.03.18, 17:47:24] Papa: Hejjjj - ds Jrässe!
[23.03.18, 18:07:30] Felix: Weisch wer isch de ander?
[23.03.18, 18:07:40] Felix: Er heisst ‚Greco‘
[24.03.18, 12:08:51] Papa: Eva nicht vergessen: heute Abend Hauskonzert bei Susanne Dubs 17.00h😃
[24.03.18, 12:25:22] Papa: Hej häjes gsee?
‎[24.03.18, 12:26:56] Papa: ‎Audio weggelassen
‎[24.03.18, 12:28:35] Papa: ‎Bild weggelassen
[24.03.18, 15:07:18] Mama: Gebucht city hotel biel
[24.03.18, 15:11:50] Papa: Kuul😜👍🏽
[24.03.18, 15:18:38] Holzmano: yess! danke!
[24.03.18, 16:54:02] Felix: 💪🏼💪🏼💪🏼💪🏼
[24.03.18, 18:10:44] Mama: Bitte! I freue mi
‎[26.03.18, 19:08:16] Vera: ‎Bild weggelassen
[26.03.18, 19:08:25] Vera: de reto schmidli in jung
[26.03.18, 19:19:34] Mama: Hei so anders
[26.03.18, 19:23:35] Holzmano: Hahahaha
‎[27.03.18, 13:39:06] Vera: ‎Bild weggelassen
[27.03.18, 13:39:15] Vera: dôfi de de lilly schenke
[27.03.18, 13:39:18] Holzmano: mir...chaschen aber ha!
[27.03.18, 13:50:13] Mama: Jö wie herzlich
[27.03.18, 14:32:04] Papa: So lieb! De bejd!
[27.03.18, 17:28:52] Felix: wenn und wie gaht me am dunnschtig in Knie?
Isch ja z Rappi oder
[27.03.18, 17:35:19] Mama: Nei z winti
[27.03.18, 17:38:13] Felix: Aah voll easy
‎[28.03.18, 08:45:05] Felix: ‎Bild weggelassen
[28.03.18, 08:47:19] Mama: Ja genau, üses brune Dickerchen isch iz wider dünn und pale
[28.03.18, 08:49:09] Holzmano: ???
[28.03.18, 08:49:46] Mama: Z meiti dänk damals und heute😜
[28.03.18, 08:49:47] Felix: hahahahahah
[28.03.18, 08:50:18] Holzmano: Stimmt...si sind eso brun hendsi heiss!
[28.03.18, 08:50:35] Felix: 💩💩💩
[28.03.18, 08:50:37] Mama: Gäll genau
‎[28.03.18, 08:52:14] Felix: ‎Bild weggelassen
‎[28.03.18, 08:52:15] Felix: ‎Bild weggelassen
‎[28.03.18, 08:52:15] Felix: ‎Bild weggelassen
[28.03.18, 08:53:11] Mama: Jö emel hetsi sich gfreut üs gseh
[28.03.18, 08:58:30] Felix: so hersslich
[28.03.18, 09:32:32] Papa: Sooo schön dases öi gitt!!!!!
[28.03.18, 09:32:47] Felix: Gliiichfalls jrasses!!
[28.03.18, 09:32:58] Felix: froimi ufde Zirkus morä :)
[28.03.18, 09:33:12] Papa: Joooop
[28.03.18, 09:45:32] Vera: s mami isch gemein
[28.03.18, 09:45:50] Holzmano: Haha chum etz...
[28.03.18, 09:47:11] Vera: 🤨
[28.03.18, 10:10:36] Papa: 😘💪
[28.03.18, 10:13:08] Papa: Oises Auto isch bestens durecho bim Vorfüere... Yihaaaa...!
[28.03.18, 10:20:48] Felix: 👍👍
[28.03.18, 11:15:39] Holzmano: nice...guet gmüeleli
[28.03.18, 13:39:53] Mama: Dankche
[29.03.18, 22:31:44] Vera: sind bide damen 🚽
[29.03.18, 22:34:46] Papa: Mir warted
[30.03.18, 11:12:00] Papa: Zä min
[30.03.18, 11:19:46] Felix: Pfarrhus.
[30.03.18, 11:20:38] Papa: Gad
[30.03.18, 11:22:39] Felix: Ke platz det
[30.03.18, 11:22:47] Felix: Parkplätz hinder de chile
‎[30.03.18, 16:17:17] Vera: ‎Bild weggelassen
[30.03.18, 16:23:26] Mama: Der Herr gibt's den Seinen im Schlaf 😂
[30.03.18, 16:23:56] Mama: I wett i so chönne lerne😂😂🤓
‎[30.03.18, 16:23:59] Vera: ‎Bild weggelassen
[30.03.18, 16:24:15] Vera: 10 minuten später
[30.03.18, 19:17:59] Papa: Jööh so herslich
[30.03.18, 19:59:12] Holzmano: 😂
[01.04.18, 11:09:13] Papa: Kei Pfus meh... öpper häts Auto-Ladekabel klaut😡
‎[01.04.18, 11:29:39] Felix: ‎Bild weggelassen
‎[01.04.18, 11:43:46] Vera: ‎Bild weggelassen
[01.04.18, 13:50:19] Mama: Oh wie warrrrm!
[01.04.18, 19:17:58] Mama: Grosspapa het hüt sin 85.
‎[01.04.18, 19:54:48] Papa: ‎Bild weggelassen
[05.04.18, 12:59:06] Holzmano: Isch alles guet gange...
[05.04.18, 13:36:23] Vera: ❤❤❤🙏🙏🙏
[05.04.18, 14:14:51] Papa: 💪🏽💪🏽💪🏽
[06.04.18, 19:08:09] Vera: hei leuts han jetzt alles liecht woner ahgha hend so gla :)
[06.04.18, 19:08:22] Vera: s isch s cheller liecht und eis ide stube
[06.04.18, 19:43:41] Mama: Isch guet eso
‎[06.04.18, 23:00:32] Vera: ‎Bild weggelassen
[06.04.18, 23:27:22] Holzmano: Nice! Schöns wuchenendi!!!
[06.04.18, 23:48:15] Mama: Cool bisch zfride?
[07.04.18, 00:04:08] Vera: ja sehr :)
[07.04.18, 00:04:32] Vera: sind no im mc donalds :)
[07.04.18, 00:05:08] Mama: Oh ihr chiller! Gnüsses
[07.04.18, 01:13:37] ‎Felix hat das Gruppenbild geändert.
[07.04.18, 08:06:12] Vera: hei nomal demit ers endli tschegged (lenz& felix) das föteli wird nöd umezeigt nöd für igendwelchi zwäck oder susch öpis brucht
[07.04.18, 08:06:33] Vera: ihr wüssed gar nöd wivill bi mir ufm spil staht wenn das igendwie usechunt
[07.04.18, 08:07:01] Vera: zudem findis eifach nur respektlos gegnüber mir
[07.04.18, 09:12:24] Mama: Weles föteli?
[07.04.18, 09:21:53] Vera: das wosi als profilbild gno hend  vorher
[07.04.18, 10:03:52] Papa: Ja absolut iverstande - du wirsch e Person wo ide Öffentlichkeit schaffet - da muesme meeega ufpasse! Ly
‎[07.04.18, 19:16:58] Vera: ‎Video weggelassen
[07.04.18, 19:18:54] Papa: Sooo krassssss Mei😂😂😂
[07.04.18, 19:36:28] Holzmano: Shit das isch soooo geil! De christian groooossss!!!
‎[07.04.18, 19:38:05] Mama: ‎Bild weggelassen
[07.04.18, 19:43:40] Papa: Sooo herzig Vereva
[07.04.18, 19:55:14] Vera: oooooh dankeee mamaaaa ❤❤❤
[07.04.18, 20:15:40] Holzmano: Coool!!
[08.04.18, 11:05:25] Papa: Hej Männa: nehmt Mamas Schnapsflaschen mit- Cointreau und Tequila... und falls Ihr das Türreck tauschen möchtet: mitnehmen. Gehen jetzt noch walken.
[08.04.18, 17:06:47] ‎Felix hat das Gruppenbild geändert.
[11.04.18, 10:57:09] Vera: hand sporttheorieprüefig bestande 🙈💃🏻💃🏻💃🏻
[11.04.18, 11:16:42] Holzmano: Super!!!
[11.04.18, 12:49:49] Felix: öööh gratuliere!!!
[11.04.18, 13:17:17] Mama: Bravoooooooo!!!!!!
[11.04.18, 17:04:09] Papa: Bravo!!! Wieder öppis erlediget😘
[11.04.18, 17:24:50] Mama: D annina del grande schlaft hüt bi üs. Si het es schlafmanko u brucht rue. I tuese iz dachzimmer. Bi de ar kp-bürositzig. Aber i cha ire vorhär alles zeige😀
[11.04.18, 17:39:01] Papa: Ok kuhl vo dir!!!
[12.04.18, 16:00:47] Vera: hi mams paps :)
[12.04.18, 16:00:59] Vera: ich iss hüt mit de nora ide stadt znacht
[12.04.18, 16:06:28] Mama: Ok machs guet!😘
[12.04.18, 19:14:45] Papa: Ok😀
[13.04.18, 18:19:38] Papa: Heute um 22: 00, rufen wir alle Christen zum gemeinsamen Gebet für Syrien auf. 🙏❤Es soll für Frieden in Syrien gebetet werden . Tausende Kinder und Frauen sind einem großen Leid ausgesetzt. Die ganze Welt schaut diesem Verbrechen zu. Wir füllen uns hilflos und sind den grausamen  Geschehnissen ausgeliefert. In unsererer Hilflosigkeit falten wir die Hände zum gemeisammen Gebet zu dem, der nicht hilflos ist . Lasst uns eintreten für die Leidenden und Verfolgten. Schenken wir Ihnen ein paar Minuten unseres Lebens um für Frieden zu beten.🙏❤Bitte leitet diese Bitte an alle deine Kontakte.                                  ( übersetzt aus der italienischen Sprache der Schweiz )
[15.04.18, 01:23:42] Papa: Mir träffed ois am 09.30h am Zmorgetisch im Parterre.
[15.04.18, 01:24:21] Papa: De Notusgang isch via Stägehus - im Brandfall!!!
[15.04.18, 01:37:51] Vera: danke papa ❤
[15.04.18, 09:04:24] Papa: Jd Määje! 
Auf!
[15.04.18, 09:11:06] Vera: ja logo
[15.04.18, 09:11:26] Vera: 9.30 hemmer gseit
[15.04.18, 09:11:43] Papa: 👍🏿
‎[23.04.18, 10:45:13] Papa: ‎Bild weggelassen
[23.04.18, 10:48:11] Mama: Wow scho passiert. Cool. Isches guet worde?
[23.04.18, 10:48:37] Papa: Supi
[23.04.18, 10:49:32] Papa: Am Do Herdplatte
‎[24.04.18, 07:12:29] Mama: ‎Bild weggelassen
[24.04.18, 07:34:06] Felix: Schreck lass nach!!!!
[24.04.18, 07:34:15] Felix: 😂
[24.04.18, 08:30:21] Papa: Ou neiiiiiii 😬🍄
‎[24.04.18, 11:55:50] Vera: ‎Bild weggelassen
‎[24.04.18, 11:55:50] Vera: ‎Bild weggelassen
[24.04.18, 12:30:51] Papa: Tooooolllll!!! Woher?
‎[24.04.18, 12:32:37] Felix: ‎Bild weggelassen
[24.04.18, 12:34:20] Holzmano: sehr nice
[24.04.18, 12:34:40] Vera: wükl cool
‎[24.04.18, 12:38:03] Papa: ‎Bild weggelassen
[24.04.18, 13:54:30] Felix: Schöns Fazit!!
‎[24.04.18, 17:24:16] Vera: ‎Bild weggelassen
[24.04.18, 17:24:27] Vera: ide biblio iihgschlafe
[24.04.18, 17:26:38] Mama: Oh das arme
[29.04.18, 02:27:45] Vera: hei han d jenna (mini mitstudentin) no chöne dezue motiviere zum mit mir morn id chile zgah :)
[29.04.18, 02:28:10] Vera: de gottesdienst wer am 12.45 fertig & ich chume denn sofort wie mögli hei
[29.04.18, 07:39:45] Papa: Kuhl ,bis dänn ly
[29.04.18, 08:37:31] Papa: Mei, wännt wottj xaj die Kollegin au zum Grilliere mitnäh. Mir ässed ca. 15h
[29.04.18, 11:03:49] Vera: nei si het no ztue :) aber bedankt sich herzlich
[29.04.18, 21:20:12] Papa: Ich vermisse mein kleines flaches blauweiss gestreiftes Rucksäckli, das ich glaub am Felix mal ausgeliehen habe. Heute wollte ich es für die Ferien bereitmachen...
[29.04.18, 21:43:04] Felix: Das hani scho lang mal wider ufebraacht glaub! Aber ich lueg nomal na
[30.04.18, 07:13:30] Papa: Ja gärn ... ärger: SIC
‎[30.04.18, 07:13:55] Papa: ‎Bild weggelassen
[30.04.18, 07:15:19] Felix: 😂😂😂
[30.04.18, 08:16:09] Papa: Nicht lustig😡😡😡
[30.04.18, 08:17:08] Papa: Hej jribe nuno via Hotel-Wlan, dh unregelmässig. Gnüsseds au!!!
[30.04.18, 12:34:33] Papa: Sind axoo😀
[30.04.18, 12:40:09] Felix: Juhu! Wie ischs wetter?😀
[30.04.18, 12:50:48] Holzmano: Yess...
[30.04.18, 18:46:45] Mama: Guet. Es het vil lüt u üsi füess si birewegge😝
[30.04.18, 18:47:15] Papa: Oh ja!
‎[30.04.18, 19:05:53] Mama: ‎Bild weggelassen
[30.04.18, 19:13:02] Papa: Füss
‎[30.04.18, 20:17:00] Mama: ‎Video weggelassen
[30.04.18, 20:22:10] Felix: Ooooh 😍😍😍 so schön!!!
[30.04.18, 20:28:09] Mama: Guet gange gescht bim spile?
[30.04.18, 20:29:01] Holzmano: Insta usechegge...hett super fotene geh!
‎[30.04.18, 20:29:37] Holzmano: ‎Bild weggelassen
‎[30.04.18, 20:29:38] Holzmano: ‎Bild weggelassen
‎[30.04.18, 20:29:38] Holzmano: ‎Bild weggelassen
‎[30.04.18, 20:29:39] Holzmano: ‎Bild weggelassen
‎[30.04.18, 20:29:40] Holzmano: ‎Bild weggelassen
[30.04.18, 20:31:24] Mama: Poah -geilst!!!!!!!!!
‎[01.05.18, 20:08:42] Papa: ‎Video weggelassen
‎[01.05.18, 20:11:03] Papa: ‎Video weggelassen
[02.05.18, 18:12:11] Felix: Mega kuuhl!!!
[02.05.18, 18:12:19] Felix: Hei wenn sind ihr wider zrugg?
[02.05.18, 18:12:45] Vera: es gseht megaa toll uus 😊😊😇
[02.05.18, 18:13:03] Vera: si sind glaubso ca um di 11 wider dihei
[02.05.18, 18:13:13] Felix: 👍
[02.05.18, 21:18:26] Mama: Mir si grad über gränze gfahre mit em zug. Ire std z winti am hb.
‎[02.05.18, 21:19:14] Mama: ‎Bild weggelassen
[02.05.18, 21:19:56] Papa: Wäh - agli pic
[02.05.18, 21:26:24] Felix: hahaha
[02.05.18, 21:26:32] Felix: tschillig :) henders auto am hb?
[02.05.18, 21:27:18] Mama: Nei z seen ir garage gömers ga hole
[02.05.18, 21:27:59] Felix: ah oke
[02.05.18, 22:06:22] Holzmano: Wer hett imim bett gschlafe?!?
[02.05.18, 22:07:58] Mama: ?
[02.05.18, 22:08:11] Felix: D Jenna
[02.05.18, 22:08:20] Holzmano: Adegöä
[02.05.18, 22:08:31] Papa: Kkk
[02.05.18, 22:08:54] Mama: Das isch fang en dürenang
[02.05.18, 22:09:12] Papa: Länz häj öppis xöne znaxtxoxe?
‎[02.05.18, 22:09:36] Holzmano: ‎Bild weggelassen
[02.05.18, 22:10:48] Mama: Vergässe od äxtra la ligge??
[02.05.18, 22:13:30] Holzmano: No eini scheiss wer isch das? Und wem isch die kafitasse ufm nachtischli?
[02.05.18, 22:14:23] Mama: S chrisch-chindli...
[02.05.18, 22:15:03] Holzmano: Oder dGundera
[02.05.18, 22:16:47] Mama: Od dr kamuffio
[02.05.18, 22:23:37] Felix: d Vera :)
[03.05.18, 07:19:00] Vera: :) hei ich müsst unbedingt nochli auto fahre bis morn am 17.00 :) wer het ziit?
[03.05.18, 07:38:37] Vera: he han im entrée no en guetschi vom hiltl vergesse... bitte nöd wegrüere oder sooo 🙈🙉
[03.05.18, 08:20:50] Felix: Wenn dehei?
[03.05.18, 10:08:50] Papa: Hüt im spötere Nami?
[03.05.18, 10:13:52] Vera: ab wenn chöntsch?
[03.05.18, 10:14:00] Vera: oder chöntsch au morn...?
[03.05.18, 10:14:09] Vera: will morn hani ebe de ganz tag frei
[03.05.18, 11:35:23] Papa: Jojo mojn jüed
‎[05.05.18, 13:21:07] Papa: ‎Bild weggelassen
[05.05.18, 14:38:41] Felix: jööö ds herslije
[05.05.18, 15:42:59] Holzmano: Ijes jranj?
[05.05.18, 15:46:06] Mama: Nö nume chli usebeame
[05.05.18, 15:46:40] Felix: oh so schön! Gnüssisches? :)
[05.05.18, 23:44:43] Mama: Mej gäll du schaffjes ufee Letscht or?
[05.05.18, 23:44:56] Mama: Ufde
[05.05.18, 23:56:45] Vera: ja :)
[06.05.18, 18:04:54] Mama: Merci viu viu mau für eues gebät! I ha so ne tolli Familie!!!!!!
[06.05.18, 18:05:21] Mama: Eui gebätsalige si mir au immer willkomme😘😘
[06.05.18, 20:55:15] Holzmano: 👍🏻😘
[06.05.18, 21:03:02] Felix: ❤ schön xi mit oi!
[06.05.18, 21:12:02] Papa: Glixfalls ly2sm
[06.05.18, 21:18:53] Mama: I würd euch allu gärn am 8. od am 9. juni zu mim geburtstag zum uswärts ässe ilade! Wär schön euch alli drbizha! Ly
[06.05.18, 21:20:37] Papa: Ja gern. Mir gat beides...freumi mega. Ly
[06.05.18, 21:22:16] Felix: Mir gaht au beides! Mega toll! Wär hammer😍
[06.05.18, 22:01:13] Holzmano: Uaaa 😍😍😍geil! Danke...gaat au beides!
[07.05.18, 12:18:14] Papa: Am 17. Juno xunt d Mirjam verbii, mitem Bébé.
[07.05.18, 12:28:24] Vera: oh cool mama 😘😘❤
[07.05.18, 12:28:28] Vera: danke villmal!
[07.05.18, 12:31:49] Mama: Aso für de kaländer: mir gö am Freitag, 8. Juni am abig ga ässe.
[07.05.18, 12:33:28] Papa: Dankeee - freumi!!!👨‍👩‍👧‍👦
[09.05.18, 07:47:46] Felix: Wenn chunnt ez s grosmueti?
[09.05.18, 07:48:29] Papa: Ade Pfeiste. Ly
[09.05.18, 07:49:55] Vera: pfeiste?
[09.05.18, 07:50:18] Papa: Pfigste😂
[09.05.18, 07:50:27] Papa: N
[09.05.18, 07:50:35] Vera: aah oke 😁😁
[09.05.18, 07:53:14] Felix: 😂😂
[09.05.18, 12:36:56] Mama: Morn isch uffahrt. Möcht öpper cho ässe?
[09.05.18, 12:43:14] Felix: Zmittag chönnti! Am abig hani forum
[09.05.18, 12:44:07] Mama: Ar uffahrt au? Heieiei, das isch no isatz
[09.05.18, 12:44:39] Felix: Jääll
[09.05.18, 19:01:21] Felix: Morn morge GD?
[09.05.18, 19:46:30] Papa: Ja mir gönd... s Mms hät Ufsixt💪
[09.05.18, 19:53:57] Holzmano: Gömmer au büed?!
[09.05.18, 20:38:46] Felix: 👍👍
[09.05.18, 21:33:38] Mama: Es isch no brunch zum vorus im kgh. Aber dr paps u ig chömed evtl ersch uf de gd
[09.05.18, 21:35:33] Felix: Isch im kgh demfal?
[09.05.18, 21:38:54] Mama: Ja ebe
‎[10.05.18, 15:26:41] Papa: ‎Video weggelassen
[12.05.18, 19:22:04] Vera: hei mama & papa
[12.05.18, 19:22:09] Vera: wenn chömed ihr hei?
[12.05.18, 19:23:50] Papa: Mr fared ca 20.00 app, dehei nachde Zäne. 
Wisoo? Ales klar?
[12.05.18, 19:26:00] Vera: alles klar
[12.05.18, 19:26:07] Vera: eifach dasmers wüssed
[12.05.18, 19:26:19] Papa: 👍
[12.05.18, 20:48:51] Papa: Sind erj gd jetz abgfahre. Swird 11i
Lysm
[12.05.18, 21:22:02] Felix: Hei freue mi uf morn!
Chömed guet hei!!!
[12.05.18, 21:23:15] Papa: Danke Schätzu - sind ufde vollpumpete A1
[12.05.18, 22:01:45] Vera: oke :)
[12.05.18, 22:01:49] Vera: gahn denn mal is bett
[12.05.18, 22:02:52] Papa: Guet nacht. Mir sind vor zürich😘
[12.05.18, 23:08:16] Papa: Oisers Grillade-Ässe isch morn Sunndig am 15.30h. 
Jdnft
[12.05.18, 23:09:20] Holzmano: 👍🏻
‎[14.05.18, 17:56:04] Vera: Unbenanntes_Werk 3.pdf • ‎1 Seite ‎Dokument weggelassen
[14.05.18, 17:59:28] Papa: Geeeeeil!!! Ales ufm App gmaxt???
[14.05.18, 18:00:02] Holzmano: Geeeeeilllll!!!
[14.05.18, 18:14:46] Vera: ja aber ufm handy vo mim kolleg 😊
[14.05.18, 19:54:40] Mama: Ds datum fählt ufem flyer, also unbedingt im whatsapp mitteile!!!!!
[14.05.18, 19:55:51] Mama: Dr paps u ig wettet zahl vo de gescht bi 25-30 begränze! Überleggrd euch guet wär ir iladed und öb d chinder sölled iglade si
[14.05.18, 19:57:36] Mama: Bi schönem Wetter ales kes Problem, aber bi wüeschtem!! Mir chönd i de stube nid au no en spielplatz irichte. Also guet abkläre, gäll. U bald abschicke! Ly u danke dir Vera!
[14.05.18, 19:59:43] Felix: Wär ladt wievill ih?
[14.05.18, 20:01:39] Papa: Chönntme nöd di einte erst iilade, wännt Wätterlag klar isch😬?
[14.05.18, 20:02:54] Felix: Chum seged wievill ihr maximum chönnted dine haa und den lademer mal so vill ih- und wenn d Wetterlag klar isch, lademer de rescht ih?!
[14.05.18, 20:15:09] Mama: Siehe und lese oben genau!
[14.05.18, 20:15:30] Mama: Lies, hani gmeint😜
[14.05.18, 20:15:33] Felix: Das hani scho glese
[14.05.18, 20:15:48] Mama: Ebe 25-30
[14.05.18, 20:15:51] Felix: Aber bezieht sich das uf d Azahl wemmer dine sind?
[14.05.18, 20:16:50] Mama: Ja, das gienti dinne no mit kepschter no
[14.05.18, 20:16:57] Mama: Not
[14.05.18, 20:17:21] Felix: Ok
[14.05.18, 20:17:29] Felix: Und wievil pro person?
[14.05.18, 20:18:56] Mama: Du u dr länz laded i
[14.05.18, 20:19:05] Mama: 50:50?
[16.05.18, 20:03:54] Felix: Chani am fr s auto ha für ca e std?
[16.05.18, 20:20:45] Papa: Vomirus kä probl. 
Frögs Mms
[16.05.18, 21:28:18] Mama: Wenn?
[17.05.18, 13:15:52] Vera: wür das gah dass d jenna bi eus am samstig abig übernachtet
‎[17.05.18, 13:29:17] Mama: ‎Audio weggelassen
[17.05.18, 13:30:51] Papa: 👍🏽
[17.05.18, 15:22:24] Felix: denn würi hüzabig grad ufe go pfuuuse, ok?
[17.05.18, 15:23:28] Mama: Ok
[17.05.18, 15:24:29] Felix: 👍
[17.05.18, 17:44:28] Vera: lenz felix chömeder am sa uf goz go pfuse?
[17.05.18, 17:48:25] Felix: evt ja. wär no chillig. chume aber scho hüt ufe drum bini nöd sicher
[17.05.18, 18:00:58] Holzmano: Wieso?
[17.05.18, 18:01:16] Felix: jenna
[17.05.18, 18:01:25] Felix: precious gem
[18.05.18, 06:58:57] Papa: Aber nur unbewusst...
